cycle number,Q discharge/mA.h
304.0,2514.993990598145
305.0,2512.396534306914
306.0,2510.266430452474
307.0,2508.339728678928
308.0,2503.142369752059
309.0,2500.418112249757
310.0,2496.161957069226
311.0,2495.883678395182
312.0,166.4317728367784
313.0,2501.168101764593
